text,id,annotation
#مقاطعة_مهرجان_موازين,R_1462659814609943,['hashtags boycott']
Hamza Sardouni,R_1462758637998421,['Outliers']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_1463546667621224,['hashtags boycott']
#مقاطعون#,R_1464399511163972,['hashtags boycott']
La7awla..,R_1465030064143770,['Criticism of Festival - Social Values']
"🔴البوطة تزادت ب 10 دراهم إوا سير نت شطح و نشط مع راسك فالمهرجان 

#مقاطعة_مهرجان_موازين",R_1465329004369695,['hashtags boycott']
had l3am makaynch akhay,R_1465598081060146,['Autre']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1465793187391959,['hashtags boycott']
Et voila je suppose  dire bon retour pour gaspiller de l argent dans la pollution audio et visuelle face à l inflation,R_1465811024352723,['Extravagant Spending']
Fra3to lina krna rah 3rfnaha ghatji,R_1467253440576621,[]
Dx Marwane,R_1467771970794172,['Outliers']
#مقاطعة مهرجان موازين,R_1468511797112227,['hashtags boycott']
@afaf.hl كاينين تسعود ديال المنصات موزعين على مدينة الرباط كل منصة باختصاص على ود النظام الاخت ما يمكنش ليهم يخلطو ثانيا راه بعد الحفلات كيكون في نفس الوقت يعني تقدري تتفرجي في شاكيرا في منصة السويسي وفي منصة المنزه تلقائهم دايرين فنان مغربي وهادشي معروف منين بدأ موازين ماتبدلش السيستيم يعني صحاب الراب عندهم منصة ديالهم صحاب الشعبي كذلك صحاب العربي كذلك داك مقام مقال ههههههه نتمنى تكوني فهمتي بدون عراقيل.,R_1469535236981634,['Organisation']
Ightiyal l moghani balti faw9 khachabat l masrah 🙂😂😂😂,R_1470716227201991,['Balti - Polisario']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1470881243823198,['hashtags boycott']
The movements around the world are boycotting artists including Nicky Minaj for gaza. And is it the one that insults Muslims after her concert in KSA,R_1471602366716711,['Criticism of Festival - Palestine']
@llux____nae30 balti,R_1471734660434655,['Balti - Polisario']
Mawazine is doing Ta9achof,R_1472782666950080,['Citizens Priorities First']
Ohh nancy ❤,R_1472857916654809,['Excited for Mawazine']
Dua lipa 🔥 drake or kendrick 🔥 gha tssnaw 😍🔥🔥,R_1473521766888620,['Excited for Mawazine']
Boycotte,R_1473905509871761,['Boycott without reason']
@khok.0 😂😂😂😂😂,R_1474720576487700,['Outliers']
لا حول ولا قوة إلا بالله العلي العظيم!!! يوم على يوم الاخبار تزيد تاكد ان الايادي الكبيره و الحكومه هدفها و تفليس الشعب و جعله يعيش الأمراض الفقر و الجريمه و الفساد!!!! واش هادي وقت ديال المهرجانات ؟!؟! راه فضحتونا بالتطبيع ديالك و جاب غير المشاكل للعباد و للبلاد!! و قبل منها المغرب يدخل في مشروع مع إسرائيل لتصنيع الطائرات المسيره الحربيه على ارضه الطيبه و ياخذوها الصهاينه و يقتلو بيها الأبرياء في فلسطين!!!!! إلا لعنة الله عليكم إلا لعنة الله عليكم إلا لعنة الله عليكم !!!!! نهار الي خليتو يديكم في يد إسرائيل و البلاد اللور اللور !!!,R_1474769483148497,['Criticism of Festival - Palestine']
EYYYYY ✨🫶,R_1474983716428208,['Excited for Mawazine']
il faut pas qu'il chante à mawazine,R_1475141236473645,['discussing choices singers']
balti tonsi a chrif,R_1475164056499373,['Balti - Polisario']
Go🔥🔥🔥🔥🔥🔥🔥,R_1475194766756290,['Excited for Mawazine']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1475928389978304,['hashtags boycott']
@ivuuuuurm sara la datna,R_1476018979967365,['Outliers']
xofi ana khti lli 5ddama wa lakin daknhar ma5addamax 4atmxi hiyya w shabtha w ana 4anglass f das😂💔,R_1476183436339249,"['Boycott without reason', 'Boycott without reason']"
Tounsi hada sahbi,R_1476460512947727,['Outliers']
dehors,R_1476908073233317,['Boycott without reason']
Mo9aaaaaaaaaaaaati3on. Lilabd ..,R_1478914379375901,['Boycott without reason']
#مقاطعة_مهرجان_موازين,R_1479052972820246,['hashtags boycott']
eiw..,R_1479201906061540,['Outliers']
@meriem__.74 🤣🤣🤣🤣🤣,R_1479377009316839,['Outliers']
#مقاطعة_مهرجان_موازين,R_1479476289325180,['hashtags boycott']
😂😂😂tu parles,R_1479889919570829,['Autre']
Jibo l7jer,R_1480093209210018,['Outliers']
Et l'occidental ?!,R_1480710519508917,['discussing choices singers']
Ohhh waw.,R_1481652962779797,['Excited for Mawazine']
@rihaab_grr الحمدلله الذي عافانا مما ابتلى به غيرنا نتوما خاصكم تجربوا الام عباد الله عاد باش تحشموا ايوا الله يذيقكم من نفس الكأس.,R_1481749279101009,['Criticism of Festival - Social Values']
"#مقاطعة_مهرجان_موازين
#لا_للتفاهة_وغزة_في_إبادة
#لاترقص_على_جراح_إخوانك",R_1482469319292353,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1482524865725353,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1482768725965341,['hashtags boycott']
"لا ترقص على أنغـــام قصـــ.صف اخوانك في غــ.زة 💔
مقاطعون مهرجان موازين 🚫
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1483041259310491,['hashtags boycott']
Boycotte totale et celui qui va y'aller  c pas un vrai marocain  c'est un chmata  o ma3and mo nassfsse  o karama 👏,R_1483149185970646,['Autre']
👁️ mirican a m3alam,R_1483187352621705,['Outliers']
"Une honte absolue ! Mawazine ne devrait pas avoir lieu cette année, en soutien à nos frères et soeurs à Gaza qui subissent un génocide depuis plusieurs mois.😢",R_1483512512540799,['Criticism of Festival - Palestine']
العالم كلو تيبلوكي الجماهير فكاع وسائل التواصل الاجتماعي وحنا عارضينهم و مخلصينهم بزبابل ديال الفلوس #blockout2024 #,R_1483807995853273,['hashtags boycott']
"حسبنا الله ونعم الوكيل ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
""وَلَا تَحْسَبَنَّ الَّذِينَ قُتِلُوا فِي سَبِيلِ اللَّهِ أَمْوَاتًا بَلْ أَحْيَاءٌ عِنْدَ رَبِّهِمْ يُرْزَقُونَ"" 💔🇵🇸🇵🇸🇵🇸

#أنقذوا_فلسطين_إنها_تُباد🇵🇸 
#انقذوا_فلسطين
#انقذوا_فلسطين_بأكملها",R_1483889648874353,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1484174112181561,['hashtags boycott']
OH MY ATEEZ THEY FILMED THEIR DEBUT MV IN MOROCCO AND NOW THEY WILL GO BACK THERE AS THE HEADLINERS FOR ONE OF THE BIGGEST FESTIVALS IN THE WORLD I’M SO SO PROUD OF THEM 😭😭😭😭😭😭😭😭,R_1484833625798931,['discussing choices singers']
Toujours gims 🔥,R_1485375618715899,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_1485396692103348,['hashtags boycott']
واخا خوتنا مساكن كيموتوا غادي يديرو هاد موازين ؟؟!!! واش هادو بصح بعقلهم !!؟ والله تا عيب و حشومة . لا حول ولاقوة إلا بالله العلي العظيم,R_1485709385699546,['Criticism of Festival - Palestine']
#مقاطعة مهرجان موازين #متضامنين مع فلسطين,R_1485780502023846,['hashtags boycott']
Yall need to find sidi rbbi .. how embarrassing....,R_1485894575692486,['Criticism of Festival - Social Values']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
لاخير فينا ان مشينا؟!؟",R_1485920119027185,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1485934175610004,['hashtags boycott']
@zedd_maraj nice joke,R_1486039521989589,['Outliers']
@bassome30 واعرين مديش على هدرة ديال الناس مبدعين واصواتهم غزالة تفرجي ف بي تي اس .seventeen.ateez,R_1486057422344259,['discussing choices singers']
#مقاطعة_مهرجان_موازين,R_1486121008948920,['hashtags boycott']
@hanan_hanan_01 تونسي,R_1486275418633225,['Outliers']
Je sais même pas prononcer son nom..,R_1486935868871247,['discussing choices singers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#Save_Palestine_It_is_Exterminated🇵🇸
#israel_is_aterrorist_organization
#أنقذوا_فلسطين_إنها_تُباد",R_1487333265477302,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1487820855140867,['hashtags boycott']
"حملة في أمريكا لمعاقبة المؤثرين الصامتين عما يحدث في غزة.
أما المغرب فيستعد لإستضافتهم في مهرجان ""اختلال"" الموازين",R_1488249545457229,[]
"خليه إغني بوحو
#مقاطعة مهرجان موازين 
❌❌❌",R_1488665992000665,['hashtags boycott']
Boycott Mawazin!!,R_1489027162039361,['Boycott without reason']
#مقاطعة_مهرجان_موازين لا ترقصو على جرح اخوانكم في غارة,R_1489524095308471,['hashtags boycott']
#مقاطعون,R_1489545655272444,['hashtags boycott']
العيد الكبير هو موازين حولي ،8000dh,R_1489626931986381,[]
"لا يحضر مهرجان موازين  إلا من اختلت عنده الموازي  و سيوزن يوم الموازين 👌
#مقاطعة_مهرجان_موازين❌️
@معلّقون",R_1489838895280262,['hashtags boycott']
#مقاطعة _مهرجان _موازين,R_1490441435181329,['hashtags boycott']
"Masih inget banget kemaren pas ateez tampil di Coachella dibilang lebay overproud karna cuma tampil di sahara stage bukan jadi headliner, sekarang mereka jadi headliner di festival terbesar nomor 2 di dunia brooo lebih gede dari Coachella, apa ga nangis yaaa tu haters wkwk mau ngomong apa lagi kalian haters?😭 gue tebak paling kali ini haters ga jauh-jauh bakalan ngomong ""apaan tuh mawazine, ga pernah denger"" berarti lu nya aja itu mah yang kurang jauh maennya",R_1490493095213277,['discussing choices singers']
معرفت آش نقول ، إخواننا في غزة يموتون ونحن نحتفل بالغناء وشطيح.... ، والمصريين للي كيعملوا حملة على سعد المجرد أو أي واحد كيبغي يغني عندهم، ونانسي للي بهدلات بكاع المغاربة ، شحال مدلولين هاد المسؤولين،  أتمنى للمسؤولين أضعاف المضاعفة ديال داك الشي للي كيعيشوه إخواننا في غزة. فلوس موازين أولى بيهم لأبناء الشعب أين المستشفيات والشركات والتوظيف..... #مقاطعون_موازين,R_1490558301876911,[]
@ouissal._a  i swear😂,R_1490969515172916,['Outliers']
@siham_benanii ممالهاش غير أنا مكتطربنيش,R_1491285628137359,['discussing choices singers']
"Laissez ces artistes entrer pour découvrir la beauté de notre pays, se forger une opinion de l'intérieur, faire des affaires, et s'habituer à collaborer avec des sponsors, des entreprises et des artistes marocains. Ils finiront par défendre notre cause, guidés par la vérité et leurs propres intérêts.
Il faut parfois faire preuve de sagesse et ne pas se laisser guider par les émotions ou un nationalisme exagéré, comme le fait notre voisine, l'Algérie.",R_1491478148246226,['Government Profit']
"موازين القسط ليوم القيامة 
شوف خيخي معنديش
لا ترقص على جرح إخوانك 🇵🇸
كل من يرقص فهو مشارك في قتل الأبرياء في غزة
#مقاطعة_مهرجان_موازين
#مقاطعون_موازين
#خليه_يصفر",R_1492459815010663,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1492552121637246,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1492707974959881,['hashtags boycott']
"#مقاطعون_موازين_متضامنون_مع_فلسطين   #المقاطعة_أقل_واجب
  إخواننا يذبحون ويُقتلون لا وقت لدينا للمهرجانات والاحتفالات #Boycott_mawazine_in_solidarity_with_Palestine #Boycott_is_less_duty",R_1493090861305013,['hashtags boycott']
@mehdi_karam_nk تيحضرو ليه الجالية ؟؟ و موازين شكون كيجي ليه ههه ياك مغاربة ؟ مكنقارنوش حتا واحد بشي حد اخر ما قلتش عالمي و لكن الفنانين الكبار فالمغرب خصهم يطلعو لمنصة كبيرة,R_1494839081150286,['Autre']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1495351417729728,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1495531508053882,['hashtags boycott']
#مقاطعون موازين,R_1496602664317269,['hashtags boycott']
y’a personne qui est content hein,R_1497269767804224,['Autre']
Interdiction de fouler le sol marocain😡,R_1497589260836931,['Balti - Polisario']
@just.callmemario___ hhhhhhhhh,R_1497609854438754,['Outliers']
خاص الموضوع يتفرݣع يوصل للمسؤولين على موازين و يتلغى الحفل ديالو عادي جدا .... و لنفرض جا للمغرب و داز الحفل ديالو 2 حلول يا مايجيش الجمهور يخليوه بوحدو يا يجي الجمهور و يطلعو فوق العمارية ديال بصح,R_1498065894139436,['Balti - Polisario']
#مقاطعة_مهرجان_موازين,R_1498273614398009,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1498826504038787,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1499261334330653,['hashtags boycott']
@marambalghit up,R_1500589377547543,['Outliers']
Lies,R_1500944224163241,['Autre']
#مقاطعة مهرجان موازين,R_1502291723832678,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1502481870476299,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1502635847349460,['hashtags boycott']
@mawazine chnu hadchiii,R_1502644520318671,[]
Hasnae Benhdaidou sf de3naa idan,R_1502945757240807,['Outliers']
Abdéll IB,R_1503279953928021,['Outliers']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_1503473873605251,['hashtags boycott']
@diet_bdarija1,R_1503608063914653,['Outliers']
Fina mdina hadchi,R_1505382520385254,['Festival Location']
#مقاطعة_مهرجان_موازين❌❌❌,R_1506055773345409,['hashtags boycott']
"لا ترقص على جروح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1506438803342534,['hashtags boycott']
voila pas de pitié avec les pro polisario,R_1507395700121623,['Balti - Polisario']
"#مقاطعة_مهرجان_موازين
#savepalestine",R_1508221983437224,['hashtags boycott']
@re_reedaa asir thwa,R_1508707766670318,['Outliers']
"#مقاطعة_مهرجان_موازين
#انت_مسلم_ قاطع-موازين
# انت_مسلم_ قاطع_ المنتجات_ الداعمة
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔#مقاطعة_مهرجان_موازين
#انت_مسلم_ قاطع-موازين
# انت_مسلم_ قاطع_ المنتجات_ الداعمة
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_1509375296317234,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1510209136200691,['hashtags boycott']
@el_orfiii منسيناش #مقاطعون_موازين,R_1510507753178912,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1510997102846157,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1511206429819658,['hashtags boycott']
هاد المرة زلزال 16 درجة من سلم ريشتر,R_1511312396130774,['Criticism of Festival - Zelzal']
Lana wlh makrahna,R_1511405983060761,[]
#مقاطعة_مهرجان_موازين,R_1511987813066450,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1512250679674755,['hashtags boycott']
حشومة بقا لينا غير موازين خوتنا كيموتو في فلسطين والمغرب بي راسو نصف فيه مكرفص ونجيبو وحدة لادين ولاملة ويعطيوها فلوس متعيش 400اسرة في نهار وتمشي,R_1513944579194022,['Criticism of Festival - Palestine']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1514074412860524,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸

#مقاطعة_مهرجان_موازين
#غزة_تحت_القصف",R_1514489702810063,['hashtags boycott']
Ima ghadi ibda,R_1514567942424068,['program']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين🇵🇸",R_1514751172442506,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1515419399394904,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1515793265639351,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1516361132285560,['hashtags boycott']
O mn b3d🙂,R_1516921162510643,[]
s3dat li ba9i kifer7o hadshi,R_1517483052522715,['Autre']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين ❌ #مقاطعون_موازين ❌ #خليه_يصفر 🚷,R_1517537038827168,['hashtags boycott']
فايتا حضرت ل Enrique iglisias ف سويسي اجواء زوينة وأحسن منصة هي سويسي,R_1517839945434982,['Festival Location']
@stormythereal 🔥,R_1520518752233989,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_1521703385050017,['hashtags boycott']
O bxhal ticket?!,R_1522391514974821,['Tickets']
Kendrick !!🔥,R_1522867255245091,['Excited for Mawazine']
#boycottmawazine,R_1524076681514706,['hashtags boycott']
هههه كايجيبو شي كمامر اصاحبي كايعرفوهم غير عائلاتهم !! حسن تجيب ليا 5 فنانين عالميين وتخليهم مزيان ولا تجيب ليا كثرة بوزبال تجمع هادشي كامل مايعطيك حتى فنان مغربي 💔 هاد موازين مضيعة الفلوس والله كاينين حوايج بزاف يدارو حسن من هادشي,R_1524263201637500,['discussing choices singers']
"اش خاصك يا لعريان
 موازين يا مولاي  ❗️

#مقاطعة_مهرجان_موازين",R_1524613338122517,['hashtags boycott']
Ahla Samira,R_1524752401732974,['discussing choices singers']
Je deteste ce clown!,R_1525094234718170,['discussing choices singers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1525310635032620,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#لا_للتفاهة_وغزة_في_إبادة
#لاترقص_على_جراح_إخوانك",R_1527450034836586,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1527624041430422,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#لا_للتفاهة_وغزة_في_إبادة
#لاترقص_على_جراح_إخوانك",R_1529114571361044,['hashtags boycott']
#مقاطعة_مهرجان_موازين.,R_1531743744433990,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1531816301026277,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1533356313887626,['hashtags boycott']
Laris manis bgt tis 🥲 baru pertengahan tahun udh masuk 3 festival terbesar Coachella ✅ Summer Sonic ✅ Mawazine ✅ blm lg world tour yg udh terjual 90% sehari stlh pembukaan tiket.. Menyala terus ateez majukan umkm ✊✊,R_1535357510730730,['autre festivals']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1536047260959684,['hashtags boycott']
"لا خير فينا إن أقاموا موازين ورقصوا على أشلاء إخواننا 🇵🇸
#مقاطعة_مهرجان_موازين",R_1536653103582176,['hashtags boycott']
LA VIE ..C EST LA MUSIQUE 🎼🎵🙋‍♂️,R_1537620973455476,['Excited for Mawazine']
"لا ترقص على جراح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1539188453478473,['hashtags boycott']
I well go to their show 😍🔥,R_1539221243294023,['Excited for Mawazine']
Partage,R_1540583916486927,['Autre']
Mokati3ouuuuuuun 😢shame on you,R_1541899303041958,"['Boycott without reason', 'Boycott without reason']"
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1542779946269123,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1543498856199534,['hashtags boycott']
@asmaaaa_12_ 🤣🤣,R_1544130413101578,['Outliers']
ya personne qui peut le teste poto 😂🔥🔥🔥🔥🔥🔥,R_1546793099215682,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_1547202319341499,['hashtags boycott']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين #مقاطعون_موازين #خليه_يصفر,R_1547656116092682,['hashtags boycott']
Get outta my way is that BANGER 🔥,R_1547871789114392,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_1547893139111134,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1548285762698382,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_1549138339278508,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1549876289210394,['hashtags boycott']
"yes , hiya khedama fmawazin fl backstage o she can get a free ticket o different binat li kaykhales hiya lblasa vip katkouni 9riba men stage o lakhor katkouni lor",R_1550882932437438,['Tickets']
Espérons j'suis trop impatiente,R_1551879452042479,['Excited for Mawazine']
Moi je suis partie voir billet Dakar Maroc 😂😂😂😂 juste au cas où 🥲,R_1552435935300489,['Excited for Mawazine']
SI IL VIENT JE RETOURNE AU SÉNÉGAL IM SERIOUS😭😭,R_1552661778925950,['discussing choices singers']
"#لا_ترقص_على_جرح_إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين🇵🇸",R_1553662641856261,['hashtags boycott']
Oui MDR,R_1553667445188755,['Autre']
la aliens 😊,R_1558477561366116,['Autre']
venez en Algérie c'est juste à coter 😢ANTINY ALGERIENS EN VA Y ARRIVER,R_1558950494677737,['critique Algerians']
#مقاطعة_مهرجان_موازين,R_1560625207836442,['hashtags boycott']
Changez de date y a festival gnaoua la même période 😏🙄,R_1560711461139813,['program']
"لا ترقص على جرح إخوانك🇵🇸
#مقاطعة_مهرجان_موازين",R_1561726471351470,['hashtags boycott']
Mb4ina ht wahd,R_1565703050662847,[]
#مقاطعة_مهرجان_موازين,R_1566354377553890,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1566938300532331,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1566988113857910,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1568487480387840,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1569168940318828,['hashtags boycott']
O 3aéltha aynodo id3iw mawazin i ghiw ta3wid 3la 3D dial om kaltoum,R_1569761523880038,['Oum Kaltoum - Hologram']
le jour où BTS 💜en côte d'ivoire 🇨🇮🇨🇮🇨🇮🇨🇮🔥🔥🔥🔥🔥🔥🔥,R_1570574200391253,['discussing choices singers']
"#boycott_mawazine
#boycottmawazine",R_1573785559833566,['hashtags boycott']
"non ,non ,qu'ils restent chez eux là-bas",R_1574364586676677,['Autre']
Ca,R_1575087343221904,['Autre']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1575148946686879,['hashtags boycott']
#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين,R_1575654342995365,['hashtags boycott']
Ohhh le gaté,R_1576762246430652,['Autre']
": باش كتحس فاش كتشوف النصارة دايرين حملة مقاطعة عالمية ضد المشاهير ونتا لي مسلم وفي بلد مسلم فرحان حيت غيجيو يغنيو ليك وكتسابق باش تاخد تيكي باش تحضر ليهم 
باش كتحس ونتا كتشطح كي الشيخة و خوتك يتعرضون للا........بادة  كل يوم ..
غا قل لي واش عندك شي نقطة ديال الإنسانية واش راضي بهدشي ..💔

   لا ترقص 🇲🇦 على جُرْحِ إخوانك 🇵🇸 ... !

#مقاطعة_مهرجان_موازين",R_1577169129518789,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1577176239517497,['hashtags boycott']
Blachee,R_1577444826159087,['Outliers']
Boycott all the shit,R_1579850842809109,['Boycott without reason']
"Des gens  comme toi ne doivent même pas vivre au Maroc , mal éduqué une honte pour un beau pays comme le Maroc",R_1580450686079299,['Criticism of Festival - Social Values']
#مقاطعة,R_1581424506038269,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1581758479051329,['hashtags boycott']
#مقاطعة مهرجان موزاين,R_1583407302504305,['hashtags boycott']
#مقاطعة _مهرجان _موازين,R_1584145375487307,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
لاترقص على جراح اخوانك",R_1584309732141284,['hashtags boycott']
rttt deh ( je stan pas ateez mais je suis grave heureuse ),R_1585551172236193,['discussing choices singers']
"لا ترقص على جراح إخوانك🇵🇸
#مقاطعة_مهرجان_موازين

#مقاطعون_موازين

#خليه_يصفر",R_1585972831969173,['hashtags boycott']
C’est quoi le ticket le plus cher fin la meilleur place quoi ?,R_1586670208844455,['Tickets']
"celle toute devant a gauche ou a droite, je pense que c'est la plus chère vu que tu vois la personne de très proche",R_1586934048831221,['Tickets']
en côte d'ivoire 🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮💜💜,R_1587846665108115,['Autre']
Mazal jay lkhir,R_1588490418608002,['Autre']
#مقاطعة_مهرجان_موازين,R_1588713548596358,['hashtags boycott']
"On a impérieusement besoin de rencontrer des scientifiques et des hommes de lettres, lesquels illuminent les esprits dans différents domaines.
On n'a absolument pas besoin de strip-teaseuses, qui ne rapportent rien au progrès de notre pays et qui, en quelques minutes de déhanchements et de cambrures, encaissent des sommes imaginaires.",R_1588848005206975,['Salon du Livre - Ministre de la Culture']
#مقاطعون مهرجان موازين,R_1591101311740518,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1594295528085166,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1595570061237979,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1596032481325761,['hashtags boycott']
Kendrick laaaamaaaaaaar azebi  @yassinee_zf,R_1596283947829020,['Outliers']
Eyes on palastine eyes on rafaah eyes on Gaza eyes on palastine,R_1597198514401324,['Criticism of Festival - Palestine']
Minable 👎,R_1597872707448813,['Autre']
Douzi,R_1598661117586218,['Outliers']
